,fold,p.adj
C1orf222,-2.85974743336414,8.49778707978344e-05
FOXD3,2.35033799777862,2.30486454899358e-05
MEX3A,3.37762079530732,1.02021553909477e-05
ZBED2,-2.02837256495266,8.10965628309938e-08
EPPIN,-2.10505457462425,0.000473666783650344
C1orf228,-2.29622753608105,2.66316959788706e-10
DACH1,-2.79581589463351,4.1259467173948e-12
RRM2,3.90643161204164,1.04891786554996e-19
C15orf26,-2.69239402076819,5.65162163089871e-09
SIRPD,-2.9817055602885,1.45695905930438e-21
MGP,-2.91940073998455,4.68889773571885e-24
SLC39A8,-3.98260450208517,9.93723930304734e-32
C5orf46,3.35809585973141,3.72767998492901e-06
PTHLH,4.99137956464562,9.25277032114696e-07
CENPI,3.19905212793756,8.92282009589628e-20
OGN,-4.48155578440099,3.59176350052987e-06
ALPK2,2.21612333533726,0.00122928823984983
IL3RA,-2.78839258883185,2.69446762002614e-19
KRT16,7.40392891807246,0.000649488793411907
MPEG1,-2.03561637031438,8.43442033452909e-17
CTD-2370N5.3,-2.45133255693452,6.60287219082701e-08
CLDN2,-2.01968672012326,5.26888852828498e-06
BMP2,-2.48859160528176,8.2717917354989e-14
WNT3A,-2.58056699497906,3.50457709364777e-09
FOLR1,-5.80188331399547,3.04268275034655e-38
RHOBTB2,-3.05460682834813,4.32859040951858e-28
EGLN3,2.6627927912658,3.22634161637455e-09
HSPB6,-4.22439116041072,1.06090451459011e-25
TPBG,2.06099615533166,4.40476193295889e-15
KRTAP19-1,3.11957932076435,0.0274457288748865
SASH1,-2.13378639076174,2.27075550849885e-23
SERPINB13,5.54843110258133,1.01126825337463e-06
CEP55,4.06837425969425,2.99462372269767e-23
GAB3,-2.06557552756934,1.5493655716109e-29
CD300LF,-3.20857658243099,4.8848927991638e-26
MCM10,4.04155407295054,6.22711185203936e-21
ABCA12,4.59848108166683,4.04756930596469e-09
EPB42,-2.37936863082021,1.83505134002091e-26
KLHDC7A,-2.83693513875217,1.28698014504807e-07
MAGEB2,2.7381677116246,0.00465763597725277
C9orf152,-3.54958314572503,6.33156670264918e-13
APOC1,-2.3927994448662,2.09924315948338e-12
FAM107A,-5.93219060389723,1.4580897027723e-13
ADAMTSL3,-3.23631502290078,5.32307908114638e-19
DLGAP5,4.42853693529104,1.18843421524396e-21
IGF2BP1,2.94373222545132,0.00017736515178302
ZNF488,2.61487086820007,5.23429734856822e-08
CLEC14A,-3.21579256753293,3.7370363666088e-25
PITX2,4.47288340748144,0.0169624762090583
PIGR,-5.53240472346134,4.00302546835566e-23
CYBB,-2.5851972313594,1.50720927896984e-19
NPNT,-2.47520157210792,9.47740441476439e-24
AC008443.1,2.52590926220537,4.09759321215643e-05
CLEC2L,2.65329213225392,2.21675025362848e-06
ORM1,-3.24039843751817,0.00103322311238507
CGN,-2.17620065740905,1.39497708282552e-19
BMPER,-2.72696992097667,8.97845123116658e-07
KIAA1456,-2.33063303831094,5.34512297130431e-16
NOTCH4,-2.38500006503503,6.53718879129353e-22
LTK,-2.32839847267681,4.84099367558755e-06
SCML4,-2.03691896108842,4.76159691731125e-08
AKAP2,-3.17120331176863,4.1378610740358e-25
SCN8A,2.04690753618275,7.93522889019836e-10
ADHFE1,-2.03599742759012,5.90751063573943e-17
SLC7A11,2.36512074794417,3.42134620416137e-05
SLCO4C1,-2.73810580779993,1.39569073308774e-14
GCOM1,-3.30339384643012,1.7789940862709e-12
ZMYND15,-2.44847633418832,2.49894985148074e-19
AMY1C,-3.75541883702523,7.26913546706082e-08
HOXC8,3.55184286213769,3.66115068397169e-11
MYBPHL,-3.89335492095166,7.97313437732081e-24
LMO7,-2.75340115151756,9.03626281732415e-30
TFAP2A,5.09784775120304,3.37800262653241e-17
SRD5A1,2.32520473212371,5.56449529807136e-18
GLDN,-3.22117758855418,9.86465591533367e-20
SCUBE1,-5.02556713968415,4.69964570845355e-14
INMT,-5.74738497122981,1.74907093459807e-27
BIRC5,4.47262955238028,7.40979996957098e-25
SMCO3,-2.60272539912874,4.48171851865661e-12
RHOJ,-2.79799782018362,1.46249761239403e-23
DNAH7,-2.29652032594112,1.28491268215295e-05
LRRC36,-5.18373204697477,7.57179539914697e-18
ATAD2,2.12241461580342,2.13984979237812e-17
PCDHAC2,-2.76677637078521,3.47097873765811e-21
ALPPL2,-2.57933625022992,0.0228490843675045
CEACAM8,-2.8968124887092,2.1117332148601e-05
PZP,-3.19147686042408,1.84455163774982e-09
MMP24,-3.51135730386266,2.90670970536862e-22
GNG7,-2.5417441024659,2.82282306711789e-25
CENPN,2.35799985693957,1.74756987405937e-17
C10orf99,4.90547934540831,1.76012939770551e-05
TTLL9,-2.12025516867403,0.000333253501071633
PLCE1,-2.13180478932402,3.31350704841672e-19
CNFN,3.60160921505218,0.00525566680446809
RGS20,3.06070655459037,2.75349600066765e-07
CCDC60,-2.37190350852075,0.0197026775754382
ORC6,3.52959644833949,2.40975103440281e-18
NR4A2,-2.19682578528929,6.59432258796042e-07
TPPP3,-3.54820201022653,6.08218154969084e-13
GLP2R,-2.41764289772114,0.00533821237320214
DSG2,2.07580090714974,4.21130153127873e-15
CABP4,-2.42462460659792,4.49973598748024e-21
ANKRD1,-6.3629488007466,1.78250715880025e-08
NUSAP1,3.43601533922577,2.25603964991093e-16
TRAIP,2.12499858365157,8.91765976828059e-21
SCARF1,-2.52599471804523,2.89515782992098e-29
C9orf84,2.03176651495501,5.01398745199089e-13
CDCA4,2.24000322275955,3.72216726596263e-23
NCF1,-2.02860858685347,6.10263927613824e-12
KANK2,-2.59380130510576,3.53842126811601e-29
KIAA1244,-2.13701748814098,5.00611398311483e-20
RERGL,-3.35246069772142,1.42123851767942e-10
GATA5,-2.74721265999235,1.46619019628218e-05
CCRL2,-2.82719681651669,8.79682752198437e-30
PTPRN2,-2.84704560968253,4.25057733442331e-24
GLRX,-2.11540029537508,6.13365391843278e-20
HIST1H3B,2.60565513328419,2.29954778509272e-07
CDCA3,4.15939814196747,5.7849675146603e-18
PIFO,-3.68397886796189,9.4113847718988e-09
SRGN,-2.16299972899155,8.37292934349403e-13
FAM25B,2.24107801710503,0.00117366381798507
ADH1A,-2.78194673048127,2.62488848398027e-15
LDB2,-3.47540740716431,4.86629409303071e-28
RRAD,-3.59858408085616,3.77604927487807e-08
ARHGEF38,-2.6417710837696,1.14839580444226e-19
CD97,-2.67879963549494,2.73225783344829e-30
GDA,3.24906151247369,3.90725168691905e-07
RAD51AP1,2.97365289616981,8.15892041854509e-15
ERVFRD-1,-2.48429219739809,3.13751173003946e-13
GAL3ST1,-2.16116391401721,1.15379375203155e-11
ADAMTS20,2.38839857515265,2.42728355688078e-08
CA1,-2.93588955351426,7.88682230500508e-11
CCDC150,2.42260445865356,1.79501898749163e-11
RAPGEFL1,2.67380887856903,1.0603746041201e-11
SOX2,4.2599863272002,1.3431425163114e-08
SYNE1,-2.99500757254918,8.5780038175852e-36
CCDC34,2.23839131580536,9.7602459761923e-15
PDLIM2,-2.11439932548509,2.45125571392445e-30
DNA2,2.12641517558209,9.95261672101457e-13
WDHD1,2.44938641372464,7.88118405628003e-21
SGMS2,-2.53841216583419,3.07046993009393e-11
AWAT2,-2.25921010827852,0.000141244607644833
SULT4A1,2.39231082541177,1.3001456995663e-05
TMEM220,-2.05580854942065,1.52089748838032e-26
TMEM163,-3.2126488199747,2.43414902112665e-29
ACKR4,-3.38194180220909,9.4896047752483e-24
PCDH15,-3.42202827684088,9.86580404772029e-14
FEN1,2.16100211943673,1.51002069135468e-16
STMND1,-3.52716999668765,3.13027330684804e-05
PTPN5,-2.64018849569937,0.00426759080673031
RAC3,2.2318008310792,6.49910180739286e-07
PPP1R1B,-2.86513550867554,9.76429371164706e-07
BLM,2.30803640783041,3.00993382185713e-20
HMGA1,2.58120064121726,2.57034376554913e-21
DLX6,5.27263815187204,0.0479213290353017
ADH7,3.27175368435111,5.93845911521662e-05
KRT14,6.56934913048338,0.000339630960980763
LIFR,-2.70599644313596,2.12153792314141e-14
CLCA4,3.11678540430652,0.00525541332079765
NUF2,4.16079192205856,8.12863053085325e-15
TBX18,2.48006282251875,1.11049792889123e-06
SH2D3C,-3.15800514605865,2.41039652425819e-31
GPR39,-2.21946311646383,9.78343679484759e-15
OR7A5,2.66008317827706,0.000913695639829978
LEFTY2,-3.70216081509507,1.05509748793274e-10
GSTA2,-3.39490331776679,0.00271463211890072
KCNH6,-2.07198760393065,6.9379207004636e-08
FXYD6,-2.00819638770271,1.89862279106904e-15
KIFC1,3.38299441247345,3.43164888339437e-19
C1QB,-2.51120015835387,8.47094953015085e-18
ADAMTS1,-2.05579530390185,1.140300998411e-06
CDHR1,2.10764765115029,0.000334569834911183
RGMA,2.12699906377135,2.26129912896766e-09
FKSG61,2.36114588280134,4.58904759067737e-07
ECE2,3.01519219467785,1.96706702844765e-13
UCN2,3.82365355579732,2.21137741543084e-08
TRIP13,3.71262413085374,2.48861956941702e-20
CLEC10A,-2.48763007820288,5.30557058838825e-16
RASL12,-2.6436160720353,3.56225618308121e-23
NCKAP5,-3.05757545468502,8.45282259959988e-22
TGFBR2,-2.95619623502319,4.50248793109445e-41
PRR11,2.91619917811659,5.49698365199171e-20
TCTE1,-2.9304797115596,2.1383153353364e-05
ECSCR,-3.22319983980298,8.97767111594253e-30
NR4A3,-3.18909451959167,1.69208904578577e-06
FLI1,-2.57639761043198,6.29948984607847e-30
ARHGAP44,-3.37398601187224,1.10942368298167e-36
GNGT1,3.67450552114528,1.72659565399213e-08
NIM1,-2.24425311946575,4.59968230262722e-08
CCNE2,2.25001782451707,7.29918252127055e-07
PREX2,-3.30779974677261,1.38073392786001e-19
ALOX5,-3.0737969515613,1.49173723336763e-21
OCLN,-2.33038316952115,1.86289157433667e-26
FAM180A,-2.0858038162363,1.49741152917217e-08
GJA4,-2.41280326301557,2.52896676549802e-22
NCCRP1,3.2976830497506,2.71026266046398e-05
VIPR1,-3.80060222088327,2.41748472693054e-14
CACNG4,-3.72100448909904,6.45175286747164e-11
CAPN13,-2.09325856561445,0.00777875883174133
ADAMTS8,-5.80376966707936,9.62079091936945e-27
TNFSF14,-2.08734479323067,8.37794632016124e-09
MUSTN1,-5.11757127714207,2.98298256200815e-21
MT1M,-3.23360543672534,0.000335189507931493
CBLC,3.60719483244647,4.91807109008867e-16
CEACAM4,-2.49777016954023,1.61008313954036e-09
LCE1C,3.10433297879526,0.0306418375697341
RETN,-5.65752309797775,7.09703523226511e-15
DLX2,2.79275218328647,0.000237679359239282
PLCL1,-2.02243664160133,2.30742728587045e-09
GTSE1,3.85261219521816,7.16305403928662e-19
ZIC1,2.20675518622493,0.00181429919491804
ROS1,-3.90851327548679,1.09502645521791e-19
FAM131C,4.03722031816953,1.03454324302767e-07
B4GALNT4,4.94083381669347,5.34740402504043e-09
LRRN4,-5.10052663848344,1.40718812614236e-22
UBE2T,3.43440459781337,4.6552713428004e-18
CTD-2116N17.1,2.00810191431436,6.57385699415948e-12
