,fold,p.adj
KLK8,4.32857774882888,2.47018355463233e-05
BARX1,4.89945453754593,3.85312685694666e-05
C1orf141,-2.26303469371234,0.000878459001282292
OGDHL,3.03953436530679,5.09857012323697e-06
CCDC173,-3.09562955246668,2.08990509307042e-06
CCDC147,-2.18162767203794,9.64051474005179e-06
DRC1,-2.81356908311288,0.0017553781909467
TMEM236,-2.39207554857619,1.4580897027723e-13
FOXE1,5.75000289719691,2.82815446313386e-07
TMC5,-2.95659019339857,4.14733997976799e-18
ALPK3,-2.23303074729909,1.25790048995526e-17
NTS,2.40079435057942,0.000955182576161344
VWA3B,-3.3188600867346,2.18273750646353e-05
HMGCS2,-3.19912051451041,0.00565001870275864
RBP4,-4.3750344664687,1.13176173973838e-11
SH3GL3,-2.29129741934911,3.7683415756013e-14
RP1,-2.16505097084503,4.42932165833516e-06
SOD3,-2.90060344655154,3.49793646730311e-28
NTNG1,-3.21665502791919,9.22095738557078e-08
SLIT3,-3.23742973203742,1.02348685404648e-19
WDR72,4.43327321208071,1.04428626024875e-14
LRRIQ1,-2.22810925615338,4.58528431583028e-05
HEPHL1,3.17051615299052,0.00131498197992271
TFPI,-2.57499929311214,3.37412367028216e-23
AKAP14,-2.90860170316447,0.000263514742111208
LGALS4,-2.60985269996387,9.31149562271154e-14
MMP11,5.22677780433742,1.22973267294313e-07
SHROOM4,-2.89059005034736,2.50042091343751e-32
HIST1H3D,2.32243138280383,1.1397261943987e-09
CAV3,-3.53035926088316,6.98401156646481e-12
FHL1,-4.20879795900844,1.35696946235668e-32
ARHGEF26,-2.34740323795794,1.68569292882348e-18
CDH3,3.28379852890526,1.62874641382883e-07
ANLN,4.19820001294177,1.02106792439004e-15
GABRG2,2.07519896850756,0.000152163015584031
POLE2,2.36621284469666,1.29533892686073e-19
COX4I2,-3.3898032851824,2.07802758025691e-23
CTSE,-3.6827400800846,2.00241657123802e-10
AQP1,-4.04719925292957,1.55680095608405e-34
FAT4,-2.39970862482555,2.66818877965879e-19
RSPO2,-4.78283870507318,4.17336589044833e-21
CNRIP1,-2.2257971591553,1.50808412221417e-30
NPR1,-3.99882188491644,6.69013702194188e-30
FCN1,-3.64140015335757,2.12429236189599e-15
RS1,-5.18594691173044,1.68778325064556e-28
UGT2B4,-3.02631841205497,2.94714330064765e-12
CELF2,-2.72879784629972,3.42565818465068e-35
PTGDS,-3.41360102757087,4.10764386977908e-08
SIGLEC1,-2.35319336648575,7.4155743157561e-09
PRTG,-2.42645361643587,9.22526836356156e-05
KCNA4,-3.30093685508157,9.02621743641695e-09
SFTPC,-10.4092111368845,1.78384637211157e-31
DYNC1I1,2.04403839678412,4.26630884625203e-05
ADAM23,2.26912638089869,4.99627339186355e-05
C7,-4.57641652338357,3.99040046967814e-16
ABCB1,-2.30422074562839,1.13057448124172e-06
AHCYL2,-2.8429976521584,2.82768981007079e-32
SPAG8,-2.45792290256147,4.6298023226284e-05
PRKCQ,-2.03918434263121,2.61258783226755e-20
ARMC4,-2.73898174722155,2.95635227956815e-05
PLK4,2.43781579084795,2.36979291941053e-23
TXNIP,-2.21199978636293,2.1093043540458e-19
PCOLCE2,-2.40617660624321,2.81640314490602e-14
MEFV,-2.2325640574057,1.01160378595834e-11
GIMAP7,-3.09959666068349,6.07006731182347e-24
MND1,3.33676783331175,8.84747639496346e-14
ITGB4,2.65000020815315,1.65863384258907e-17
WFDC1,-2.8784071370106,4.75428500108511e-23
CENPM,2.48920761447233,7.55751595704326e-14
SLC6A20,-3.7723316029305,9.12911559902413e-12
PPIL6,-2.36781427926398,5.11053420912448e-10
HIST1H3F,2.46408285446532,6.13038812850469e-06
KRTAP4-1,3.58623549379284,2.61349739228184e-07
FGF2,-2.18086541079325,4.12710877418662e-13
LILRA1,-2.69150387133466,4.35763178744333e-16
ITGAL,-2.57900774870747,2.13949804138759e-21
LMOD1,-2.97959733057139,4.9622288058038e-17
TSPAN7,-2.49139543150625,9.28838182796541e-12
ATP13A4,-4.11554791655383,3.96668446730027e-30
ACVR1C,2.06833197732198,1.79284734549145e-07
AK1,-2.54000058718687,7.11510519903271e-32
ITIH2,-2.33599625170319,1.05320270658116e-07
TDRD10,-3.92851618791483,1.11114691848465e-29
HSPA12B,-3.12420644669717,1.99090543162503e-21
CAPN8,-4.35420194024279,1.76503091731791e-22
MYRF,-3.78481346490486,3.37843336880983e-22
COL10A1,4.04395278853218,1.91880272451522e-06
FERMT2,-2.2034042200899,9.43746590603574e-31
C19orf35,-2.00580013702934,1.73511290122117e-08
DAW1,-3.54668413027421,3.12722092330439e-08
PCDH20,-3.08326996106133,6.13771580063111e-17
SYT12,2.66320528858183,2.62161804036233e-07
KANK3,-3.94161062352589,1.36543498490437e-28
SPATA6L,-2.23296445819737,6.37962981733793e-23
C4orf22,-2.99544177881143,5.64601292999963e-05
FRMD6,2.02880129185106,3.8844511856046e-14
KLHL32,-2.1246834850279,7.41494199730117e-06
HELLS,2.89721304112079,1.39426898901449e-19
NKG7,-2.27600217470446,6.94702869735167e-12
IGSF11,3.20187651605492,1.01853308470102e-10
GPR65,-2.40561336981297,1.54415244114158e-23
GFRA1,-2.68882359246675,1.93319212985258e-06
EFEMP1,-2.52640126800869,1.04088587152027e-27
CCBE1,-3.22826823131278,1.21720534642761e-10
SLC11A1,-2.81559408052792,2.3500345981717e-14
GBP6,3.89742573750161,1.21123913694615e-08
GJB2,5.33202451995368,0.000360678227381128
CFP,-3.6343891781043,9.53713428115365e-29
IBSP,2.79917667745628,0.0277152643316059
RBP2,-5.5745319194848,4.07304284580675e-09
ICAM1,-2.70700208717,2.59835755288845e-09
LRRC52,-2.00218482537499,2.8807338897684e-08
DOK7,-2.55433890625512,3.90963406400227e-15
GPRIN2,-3.12023586598404,1.57008589658342e-22
POU3F1,2.14067848410627,0.00557579444782251
C8orf34,-3.36854544429859,5.54031253495943e-24
PSAT1,4.29859759558735,3.33432852147203e-12
GSG2,2.69238341890277,6.77457606791484e-20
TTK,4.32853031593319,5.94405129291641e-21
NEXN,-2.4981896905567,2.54788809288545e-23
ACACB,-2.07921067869653,1.01119325715643e-15
COL3A1,2.28760000388543,1.53540265778372e-05
RARRES3,-2.16960026432851,2.2685038903122e-21
DIRAS3,-2.03531707920924,0.00245255792645286
CCNB2,4.21883156830166,2.0087046057816e-23
ITGA9,-2.5050384443362,9.28226079282482e-20
GRIK4,-2.78968164389254,6.03834070844068e-08
ARRB1,-3.1826037729273,3.5821774684784e-36
FAM83C,4.68622417755788,3.52459559370726e-06
CKS1B,2.0495609295864,2.72027769937643e-05
CCNB1,3.47000291275818,5.4606582722431e-20
ROPN1L,-3.33281666004109,2.22871477198613e-06
COLEC10,-2.87856820296006,8.76603662656177e-11
E2F8,3.19649018958311,1.02665179007811e-13
DMBX1,2.02447466500332,0.00478277477799077
FMO5,-3.44659999268674,7.44627105850658e-11
CLEC1A,-2.77342726198316,1.44615805239347e-05
DYDC2,-2.82773704613871,7.91059792750962e-05
MMP3,3.86920529727554,0.00177898616971292
HNF1B,-4.83479471810653,2.14433343586457e-25
MMRN1,-3.8363817455722,2.23188585067098e-16
SERPING1,-2.06260009993726,8.24382989264859e-26
NCF2,-2.08619867482971,2.1159890603964e-20
AK4,3.28581730595379,4.18190892939467e-17
SLC44A4,-3.3725826720233,2.32508185977787e-12
GAREML,2.2644249163327,1.44945885933844e-13
TLX2,2.1386248643754,0.00201445617130249
RTKN2,-4.21557162558434,1.57872216044977e-18
KL,-3.63211227148059,2.29588947982022e-20
C1orf186,-2.34354759073424,0.00064300287648399
TNNI2,-2.24760735042825,4.04526303739549e-11
SCN7A,-5.01973188375894,3.2646667347437e-24
ALOXE3,2.92881599760183,0.000692606751113371
RCSD1,-2.29400003902501,2.43897761869622e-20
ELTD1,-2.10100282834997,2.61279222563262e-11
PCDHGA12,-2.11803047565641,2.24210083403412e-11
KNTC1,2.08038593608061,3.14264250834877e-13
SLC7A7,-2.32719873457141,2.17311826377656e-25
FAM110D,-3.05407873955754,2.77106068626382e-17
CBX2,2.33719820662373,3.25414314483577e-09
SLC15A1,2.94965482643674,0.000871305227944079
BCL2L10,3.72022060839932,2.73072987560575e-13
ATP1B2,-2.65805599509413,1.63629821705531e-17
BDNF,-2.02745611440641,1.67071200913883e-07
MAST1,2.4918116271455,1.94718779424891e-07
ATP1A2,-3.86650517631307,2.28463293942772e-13
TMEM47,-2.30520972301227,3.23301653103103e-22
KCNIP1,-2.6211111751815,7.64021260162526e-12
FAM167B,-2.10820900369146,3.18868757680191e-14
CD53,-2.07239925516846,9.40838757723197e-21
ASPA,-3.77334114593397,1.44053028467558e-26
ABCC5,2.27979695079756,7.60515356851406e-09
ARHGEF39,3.0284164257423,7.30349541579982e-12
NCAPG,3.72358262086766,4.82455860610223e-21
CATSPER1,-2.32135072323829,4.43864037732267e-13
SDPR,-4.81619225384731,5.66703824426418e-29
MAGEA11,3.74938434992334,4.50772734480451e-05
ABCC8,-2.51112853145095,0.0029460516027612
PPARG,-2.56281953401448,1.2319007211882e-17
MFSD2A,-2.85040282127563,2.56464028218355e-21
C7orf57,-2.27993418325338,0.000119219951891943
TMEM139,-4.44926756098678,3.9665414716335e-25
CFD,-3.50620490375718,1.23171786856042e-21
SIRPB1,-3.35199303787534,6.42556084033817e-16
CABLES1,-2.13860890225866,4.56925245875292e-24
PLEKHG4B,2.1977892400185,2.1845736946148e-10
IL23A,2.21096389841113,6.96499572633865e-05
ITPKA,2.55216455817558,9.08669048571644e-11
HR,2.72100344091115,1.11647932786969e-06
PRKCE,-2.4261897405385,1.95993267705751e-17
C8orf46,-2.20543691366997,2.36180914694223e-08
WNT7A,-3.04210238228433,2.22253270783683e-08
TFR2,2.41094151173914,1.53621400769726e-10
GATA6,-3.01402406283367,2.41697672887265e-31
LAMP3,-3.46440535126448,7.36202880215904e-18
CFI,-2.05739477658242,7.49203709276577e-17
VGLL3,-2.13503547257339,0.0210941500987926
RACGAP1,2.22919773850886,2.34156637098309e-24
KIAA0101,3.39481314806079,6.71162745448721e-16
DOK2,-3.01680783439219,1.06233785205316e-25
C2orf62,-3.36692278277626,3.85501716139659e-07
SOSTDC1,-2.69907019118766,2.6627229542282e-07
EVI2B,-2.50340318978094,1.65024817599994e-22
NFAM1,-2.08961281320913,6.74551925319536e-14
NRN1L,-2.04973275350655,1.07117476046968e-14
STOML3,-2.71520272064694,9.07127235951673e-05
CLDN5,-3.49021494169323,3.47049959717644e-18
PHYHD1,-2.63279811352295,1.82918904668107e-29
KREMEN2,4.81905431196888,0.000978472225617908
KHDRBS2,-4.51064938433401,2.62731346772579e-29
DPP6,-2.92284167996251,2.26110366735894e-07
KIAA1324L,-2.04139735725839,8.14734675273067e-22
ANK2,-2.46436178647743,1.15070530614043e-15
CNTN4,-2.30856948846813,7.98637564234074e-12
PLEKHG6,2.67521134556463,4.87862453395397e-09
PLN,-2.23276698740878,6.85631225927048e-07
IL1RL1,-4.53960716074666,2.34890454429837e-05
SPARCL1,-2.65680045279082,1.45037340257923e-20
GAST,4.26273753689256,0.000634663946211368
SCARA5,-5.01109933739278,2.12015950113939e-08
AQP7,-3.84490509178713,9.13114461343102e-21
CTD-2600O9.1,-2.71061043066316,1.71559388313495e-17
FAM162B,-3.50663663636616,1.03282600516073e-17
EIF4EBP1,2.12899956495024,1.41990910827791e-09
ANXA3,-2.84460215456916,7.10523288973763e-25
LAIR1,-2.20239700039426,3.74249432702716e-12
BPIFB1,-4.07143903903998,0.0057721957014042
NINJ2,-2.87000787011464,3.14801237765151e-32
PF4,-4.03322646586219,4.74274088639247e-06
ZMYND10,-3.82174296783629,4.74731204459376e-06
CRCT1,3.93377069962699,0.0260313996009683
COL1A1,2.42840019362134,1.98688028866972e-05
EDARADD,2.34133816123801,0.0165462391617842
TLR8,-2.8899807278966,8.08512047863992e-21
ADCY4,-2.75141698647092,1.10751635243826e-22
GALNT16,-2.84222243773889,0.000256118694144141
CALML5,5.21033997156834,0.00391892105835414
CLEC4M,-4.02005819169427,0.00335221855785403
VAMP5,-2.00999851317667,4.32840314332451e-25
HSPB2,-2.42199865826344,1.00810493946707e-23
EVA1A,-2.07260198085831,9.92915578298518e-14
ZBTB16,-4.61480604172467,2.07738114263319e-10
ACP5,-2.34660001400976,4.19713812784135e-19
AP3B2,2.01235775016618,1.92345399485898e-05
CFTR,-4.04679107607437,8.44007229616242e-22
KIAA0408,-4.72514966811363,8.16387062488953e-26
TMEM132C,-3.66158762993482,3.22592924390732e-09
C5,-2.20419444690865,8.13717089836035e-20
MKRN3,2.2560571781113,2.01132090282156e-05
ARHGAP15,-2.11640081705717,1.28046368396067e-18
SFN,2.45479981204568,5.23429734856822e-08
INSC,-2.39013267656255,8.81541079310247e-11
KRT5,6.51540084746837,7.57223979707252e-13
SYNDIG1L,-3.73868779947246,1.04116377334862e-12
TTLL10,-2.62129455309266,4.3250906443601e-05
CYR61,-2.32160089076076,7.51496741808348e-10
HIST1H2AE,2.55104702064669,1.31916505770294e-05
MUC1,-3.03880062711563,2.19099675076669e-22
TMEM40,3.01001221512859,0.000275137062325235
TP73,2.14410841141544,1.54543169561238e-05
GPC1,2.21699914202192,5.73246503008948e-12
ST8SIA2,2.04042719830227,0.00156530043099705
MYO7B,-3.04302156789824,1.51320912839749e-19
SLPI,-2.66539879820306,4.6943595311666e-06
C1orf87,-4.24162818607379,2.61929403198052e-06
STX11,-3.17123071408044,1.90802577724534e-33
SHE,-3.77780336671909,3.04268275034655e-38
SPTSSB,2.81568825520697,5.7678864038487e-05
HPGDS,-3.09824031951419,4.8848927991638e-26
PLA2G2A,-3.14383146428653,0.0453249090957721
CDHR3,-2.81805176962751,6.0844447515974e-06
GPR182,-2.15256135613004,1.2697068440431e-05
FLJ30594,-2.4482276128,1.7585155040087e-07
CYP27A1,-2.94999814224235,1.58057103082971e-28
UGT1A4,2.2578076456746,1.36338467141845e-07
EN1,3.43153485460225,5.84236431976532e-06
DMRT3,2.6008586186317,0.000804324324557426
PARPBP,2.73735116382438,5.12618575040011e-15
EMR1,-3.10340653069286,1.86621790055271e-08
LILRB5,-2.02102490524064,2.8447915415919e-08
ANGPT1,-3.32743778279182,4.06236029450519e-20
SOX15,3.14239514328688,1.24562045307082e-10
RAD51,3.28059428220376,6.31288386620777e-24
MYCT1,-3.25661348566743,1.13690083333462e-29
RSPH10B,-2.39779100142451,5.22190619178067e-05
GSTA3,-3.03914695645499,9.01612932431665e-06
CTD-2207O23.3,-2.45624817654647,6.71739411566841e-09
DEFA1,-5.21978720651158,0.000851130010929285
KIR2DL3,-2.67656287129967,9.43351301593951e-11
XXbac-BPG181M17.5,-2.81818591746403,1.12089757747385e-11
STAC,-3.59990345929439,2.65857177250576e-23
C1orf168,-3.39019968920842,1.50181945747624e-10
DUSP27,-2.31514954808976,6.053769872826e-08
RCOR2,3.07186576686518,3.57699168030365e-05
NKX2-1,-5.00592242879921,6.40402188671409e-30
CACNG6,-3.33833252662819,0.0011888543563149
KIF26B,2.18436507130999,1.41600687694106e-06
KIF15,3.14141737293265,3.92218505754971e-18
MFI2,3.4347973338429,7.62874836942611e-07
ITGAM,-2.15040437140832,7.13101333721439e-16
FBN3,-2.1678293354038,0.0184438218756129
TCEAL2,-3.72533379439011,3.70009178362327e-11
GRASP,-2.82399886788237,2.60192412132955e-18
SPTBN1,-2.07600126811422,2.593491640414e-30
TRIM58,-3.07048803642728,0.000749953770301335
BMP3,-3.1876580379998,1.09415192205965e-08
SDR16C5,-2.64538088393789,2.13910510644094e-12
CLC,-2.01323672111831,0.00193984429964566
KIF20A,3.75815098674414,2.1480733543472e-15
IL6,-2.67281202457808,0.000538860494700993
KCNE1,-2.80378556273391,6.43485369983101e-10
FAM83A,4.51959783426306,8.9785338678574e-05
SLC24A4,-2.65112051075676,8.62732459316066e-19
SPRR2F,3.58474723428878,0.00733907285658321
RASGRF1,-5.33845405659688,2.50641879045384e-22
SCN4B,-2.67595470107777,6.32595317687731e-14
PGLYRP4,3.85627208076977,2.99428301005214e-06
CCL15,-3.25409560770364,5.23111000904824e-12
TRPV2,-2.42659609692613,9.99058705796379e-31
EFHB,-2.43246745372041,6.01385811069375e-06
COLEC12,-2.99059561532901,3.08852767636685e-34
CLCA2,4.78921281702633,4.13387469284661e-08
GNLY,-2.05739758914091,2.74298575463881e-07
LYZ,-2.855799380605,2.3774883934599e-17
MITF,-2.16897173485181,2.66803231657554e-30
SPRR2B,3.46928255263756,0.00606884726212191
TMPRSS4,4.80656050889636,8.22233362624421e-12
MCM4,2.71879197736464,1.14271877047232e-21
ALDH2,-2.43699832515266,1.54948040724869e-28
OR6K3,-2.11896970391961,1.53902696706637e-05
LILRA6,-2.36238597573124,9.34759148044674e-17
PTPRN,2.36699276832638,0.000301078506825928
PPP2R2C,5.15541909674146,3.51445582978438e-09
SDR9C7,3.14393360966574,7.015644728602e-05
ARNTL2,3.12721680496664,7.63296761742619e-13
DEFB103A,2.47950429825545,0.0398818361157995
SPNS2,-2.63859998606071,2.75699382598977e-20
ERICH2,-2.9528046296749,1.02455449335727e-21
SLAIN1,-2.48818950264679,6.61885061694493e-24
FKSG52,2.14382504449347,2.69056485930926e-07
PYGM,-2.27533200553808,6.70941833365537e-17
GRHL3,5.10052715884379,1.4353450175413e-11
GPR4,-2.03459032864153,1.46388544138660e-11
GFRA2,-2.38812227222676,9.40589768346238e-06
FBXO32,2.22499277145829,6.33562300718288e-09
AGR3,-4.76315191753275,9.9533459457702e-16
SVEP1,-2.6307966286508,1.00931359511126e-20
ZDHHC11B,-2.05903461195077,7.22766451396926e-09
HOXA13,3.33384770685341,3.1610880618431e-06
STARD13,-2.41138702122479,2.39202083899638e-29
COBL,-3.42116787271042,8.56897316069888e-28
CHRNA5,2.81172874438424,1.52604999556315e-13
TMEM204,-2.27200068505927,1.8688766027228e-18
CDCA8,3.7835882499188,0.00581666524640881
DEPDC7,2.06875972335263,2.61562125440111e-10
MAOB,-2.58640389708539,4.65818502897629e-26
LHX2,4.38791349772309,2.60414109738715e-05
MTBP,2.09978064353271,2.81870911603404e-16
LCN10,-2.87510606895392,5.41325697280541e-05
CCDC17,-2.86497777371782,0.000532165683367014
DARC,-4.37680254691482,7.63346892937157e-13
CCDC37,-3.05992646944876,0.00530596730572795
ENKUR,-2.53278131397283,4.84776992429767e-05
CDKN3,3.43460069653157,8.18230696091846e-17
EPHB3,2.27920138871123,5.05509385041561e-11
SRRM3,2.88987620170405,4.74844218568623e-09
ACSM5,-2.51156188111691,2.36720757012879e-13
PADI3,4.17853928547876,0.000137405233604762
HLA-DPB1,-2.38359974276898,2.10055597387681e-25
HIST1H2BF,2.33988528680396,1.79854844842426e-07
RAMP2,-3.30060045840353,2.80594706815481e-24
YBX2,2.7720538882646,6.74018227176685e-07
LAT2,-2.17920066402632,9.35811555924301e-24
MMP28,-3.1377737660495,2.55924745918416e-25
FSD1,2.3169311543789,0.00122149293267333
GRM4,2.36076452932763,0.000272406620450091
SH2D5,3.26069046762867,2.29045689252707e-05
GAP43,2.46089605466115,7.16258415567641e-06
PIK3R5,-2.10441675876824,1.73700969565316e-14
F11,-5.45816549231852,1.97025844131037e-24
LST1,-2.63279871317905,2.15606198630346e-22
ELN,-2.58800098545103,1.70275351215529e-11
ARHGAP31,-2.77462289347606,3.08852767636685e-34
IRF6,2.407798932696,1.63204547195382e-16
SELE,-2.90159019168019,0.0140857760315529
PCDHGA3,-2.37056528531144,1.4893097835671e-20
FIGF,-6.06445826517418,6.90161420802295e-24
PTPRM,-2.45279943573531,1.11520138969014e-35
AC008948.1,-2.88540296969396,6.57934445958627e-14
SCEL,-3.7969693083807,8.67356545870107e-23
CXCL14,2.94500184056493,3.16453284145915e-05
RTN1,-2.4371970700325,1.38340177296229e-17
VWF,-3.07940391025622,1.4571641435152e-14
GIMAP5,-3.06500483081115,3.81732062686251e-30
CAMK2N1,-2.39039219736475,3.546364244657e-21
SMC1B,2.0442474024507,0.000787524521898588
LIN7A,-2.25516458308214,0.000190139566844528
F2RL3,-2.38779083161645,3.56292440829837e-06
TMEM74B,-2.15163668732425,1.12644859253852e-09
GJA5,-2.19599937275046,3.52261953785983e-07
SP9,2.34718202089765,0.0148292082887942
LILRA5,-3.05899841689109,6.81477302331454e-15
HLA-DRA,-2.49419999080644,4.68889773571885e-24
CCDC39,-2.33053156651068,4.43112560323328e-07
ARMC3,-3.3965238528764,1.28368982319292e-05
RSPH10B2,-2.69045990853892,0.000146443102406446
SPATA4,-2.65791737474647,1.33754369521129e-05
PRX,-4.159034428822,1.03846355288943e-17
E2F7,3.970350845184,9.30787632109038e-22
GJB5,5.15669878869488,7.42198996758217e-15
PERP,2.97299820016045,3.6543620659708e-17
MROH9,-2.6737239592518,3.27925707050488e-06
SFTA2,-6.72527761474288,6.21465190864031e-29
LRRC48,-2.28979042622473,9.31231425601306e-06
CHIA,-5.54146717287392,2.82846967622678e-10
LTB4R2,2.56317651237614,6.83766707230133e-07
BIN2,-2.23479402588079,1.45936866210637e-23
NME9,-2.40802559774878,2.9968370909773e-05
KIF6,-2.17676918238476,9.27885063028601e-08
PRC1,3.44620950554005,8.00815827345293e-23
GPIHBP1,-5.84588989664182,1.57347157805696e-14
ACTN2,-3.55365017515914,1.06129389853067e-18
C19orf38,-2.00440099418914,1.42637071719451e-15
CLEC9A,-2.18627760706828,2.91089343589242e-15
PIP5K1B,-3.15887843974891,6.82767337375633e-25
SMIM6,-4.00682053990174,5.77527484194026e-10
ELANE,-3.07748225655553,2.15190314993606e-06
CALCRL,-2.72999978211237,2.00129662727924e-14
ANKRD29,-2.64080936749806,2.01214937089944e-13
CDCA5,3.90282369913938,4.28878436046844e-25
CAMK2N2,2.88904385655691,2.25223979999164e-05
SLC1A6,3.57422658680514,0.0028073228080389
DDAH1,-2.27919128313931,8.14492209792408e-29
IGJ,-2.11600435836947,0.00012878891826899
FAM174B,-2.06460439683306,4.8138996221504e-23
TENM2,2.83590214477059,2.72810434825672e-06
CCDC135,-3.10711579081825,5.02400648041441e-05
SPEF1,-2.92928969616853,7.94066515051682e-05
KRT27,-2.74941356910203,1.03270576314795e-12
MYL3,-2.50177745481133,2.44233899607128e-23
DNAH6,-2.90733745180641,1.20779035817618e-07
C1QL1,2.82545720522288,0.0013527020348888
CENPF,4.36562801524713,1.96053895808524e-18
GPM6A,-6.36068873666889,2.11438115305017e-26
STRA6,3.76142298395144,5.20634900742747e-08
SIGLEC6,-2.67050314435843,0.00186852858827487
SLC44A5,3.04525822432165,6.71962464690657e-11
GDPD2,2.68986814250139,0.0023513043668773
WNK2,3.17577634977362,7.63352598433509e-06
AGBL1,-2.73113744822509,1.00713901431675e-21
PDE1C,-3.12896003889403,1.07649658103283e-22
PKP3,2.16319978394263,1.25191436706382e-12
CASQ2,-3.56862954236607,9.03010024353398e-10
KIF18B,4.61226104295173,9.47219619428751e-15
SGCA,-3.45482571282699,3.16535973105463e-25
TBX5,-2.33218884087007,8.37737814103896e-18
KLRC4-KLRK1,-2.12859997360468,1.61911344485127e-10
SLC6A15,3.65615768525073,0.00381595945167172
TMEM117,2.07140944047283,3.61201478953827e-11
HRASLS5,-2.97593884198467,0.00303237598939866
TNS1,-3.10420287509774,1.02902595752718e-28
ATP10A,-2.7068106659728,1.17765034836858e-23
CDC25A,3.13416740620008,9.81438248465339e-24
SCGB3A2,-5.18618622120497,8.18375419925829e-10
IL12RB2,2.1206975129263,6.39394302198872e-07
HIST2H4B,2.07976944746089,4.63187750030052e-06
C12orf56,4.78256495507556,3.62563078485738e-11
SPAG6,-3.54990549889266,7.12728206078059e-06
CITED2,-2.5001993914324,7.2866527508204e-21
LRRK2,-4.52025115555214,5.14236254753207e-21
ABCA3,-4.75960294541783,6.6967433881103e-24
CPED1,-2.89018612628329,1.14742411757523e-23
OTX1,4.38381993934523,1.66555347185387e-05
TMPRSS11F,3.59528518322422,0.000165729600942322
RAB3B,3.21007465458411,6.15232167542613e-06
RSPO4,-3.48836886620521,3.06003640241687e-14
CSF2,-2.1057815698927,0.000101563969939892
CDCA2,3.69615187280075,1.25971011232812e-15
FAM166B,-3.00903686864875,3.02758289664065e-05
FAM183A,-2.65916187791749,7.40654079992669e-05
TNFRSF18,2.55421137372377,3.21121399066071e-08
ALAS2,-3.22345344752106,4.09201409516772e-06
WDR63,-2.86226893462116,1.08871289122374e-06
GIMAP4,-2.59979415958126,5.41652523074678e-27
MUC15,-2.16962228055696,1.20180424533979e-06
HOXC9,3.00294930984056,1.46908155976533e-05
SLC8A3,-2.55646685476348,9.71077466722943e-09
NCKAP1L,-2.29799539674247,2.34917357587935e-21
SHISA3,-3.63086665580071,1.66622786221566e-17
FGF14,-2.36572966849034,2.20592495086558e-12
CCK,-2.59966978481264,0.000436664581459918
HK3,-2.63680316062703,6.19318554911152e-18
FAM64A,3.9426789654902,3.68323977761269e-15
C2orf91,-2.89998817228325,4.3834661155295e-08
KMO,-2.60901884965639,3.70096779818494e-12
PLXNB3,2.43180077831036,5.5179217720041e-11
SKP2,2.40539077782588,6.94245800121434e-13
AMY1B,-3.0671639049593,6.14671006136835e-09
TSPAN4,-2.26239899107888,4.67421806461003e-35
KIAA1524,2.72845768172869,2.99828459989595e-23
MFAP4,-4.17359793430032,5.69656830296018e-31
CHP2,2.13418566009313,0.000383718660624407
EFR3B,-2.41786637233688,9.82954490541434e-15
LDB3,-2.7902340440101,3.93384894741861e-13
DLL3,2.74787871028763,0.00144982188068539
TTLL6,-2.48103495588255,3.43496476150055e-07
TMEM150B,-2.97898099584258,2.12909810207431e-20
MYRIP,-3.08290344927481,3.73281123436349e-09
HLA-DQA1,-2.17599882474555,1.88235136376459e-06
KIF1A,2.24024341418898,0.00495089238561521
LRRN3,-3.9572834132892,1.5091088766202e-15
TREML1,-2.06548479144199,1.90887884130388e-11
HOXD11,5.21504431121232,5.49449774596985e-06
DSG3,7.52309993482979,2.54260806328568e-11
EFCC1,-4.36271159956025,1.33055629232141e-27
CPAMD8,-3.51460818639291,5.60726037828964e-23
NCR3,-2.07847084004894,1.63580285101163e-06
SLC6A4,-6.47749000334656,1.02078911716389e-09
TTC40,-2.47904824378002,0.000588843942870565
NDC80,3.75758020702367,1.27263296845514e-18
LY6G6C,3.05319383876997,0.00106312466869719
F8,-2.18060283438153,5.90808599915613e-18
WDR62,2.65100438449949,2.85887844861322e-12
ACADL,-4.62417961752101,1.45936866210637e-23
CELSR2,2.38860443213227,6.43240107785526e-17
FOXL2,2.80868473797483,0.00349130181147356
FOXM1,4.58859959609405,4.6000897592939e-22
SPTBN2,2.73879440718835,9.96192683316111e-18
C20orf202,-2.84605592734931,2.24854050969834e-22
NCMAP,-3.14097946150468,1.71442030069017e-13
DAPK2,-3.01641045979663,3.71450868414913e-25
C16orf74,2.11162550147265,9.24125838296412e-11
TEKT1,-4.45728770733238,9.15871059817886e-06
SLC16A12,-2.9695680525105,1.37201703494386e-11
RFTN1,-2.18580045749606,1.52090789661628e-29
MAATS1,-2.17328161615008,5.89577557146713e-06
AZU1,-3.03392984331591,7.74900025600507e-09
PLA2G16,-2.32299921499231,1.66259956101804e-05
GYPB,-2.71602863002579,1.45515895692915e-06
KIF23,3.421996192718,8.66427366766617e-28
C2CD4A,2.76007058729388,0.010727445039549
ADH1B,-6.89465934288468,4.85211810387158e-28
FXYD4,-3.69170111171961,9.27351843909133e-11
CST4,2.50627876237185,0.0135515095027039
TRPC6,-2.40219619255436,8.77702397749786e-17
HIST1H2BO,3.03214447605718,6.34925643469999e-07
GGT1,-2.19940096510589,1.31373110063483e-15
STEAP1B,2.12062875603046,3.05836194534107e-05
GRAPL,-2.34853154739242,4.92706290115249e-07
AKR1B10,6.64332227611779,0.000316491237205219
CAPN3,-2.38460601691568,1.07390572553563e-15
